"price_in_rp","address","district","city","lat","long","carports","electricity","floors","property_condition","building_orientation","garages","furnishing","total_size"
5.85e+08,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"1300 mah",1,"bagus","selatan",0,"semi furnished",150
2.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,0,"3300 mah",2,"bagus sekali","utara",1,"semi furnished",428
2.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"3300 mah",2,"bagus sekali","selatan",1,"semi furnished",430
4.4e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"4400 mah",2,"bagus sekali","selatan",1,"furnished",434
1.8e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"3300 mah",2,"bagus sekali","selatan",0,"semi furnished",220
6.75e+08,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"1300 mah",1,"bagus sekali","barat",0,"unfurnished",161
1.45e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,4,"5500 mah",2,"bagus sekali","selatan",1,"semi furnished",2900
2.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"2200 mah",2,"bagus sekali","selatan",1,"unfurnished",396
4.7e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"3500 mah",3,"baru","utara",1,"unfurnished",550
1.6e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"3300 mah",1,"bagus sekali","utara",1,"semi furnished",280
1.45e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,4,"3300 mah",2,"bagus sekali","utara",1,"semi furnished",1266
5.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"1300 mah",2,"bagus sekali","timur",1,"furnished",563
5.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"1300 mah",2,"bagus sekali","timur",1,"furnished",563
1.7e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"2200 mah",2,"baru","selatan",0,"unfurnished",240
4.35e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,4,"2200 mah",3,"bagus sekali","utara",2,"unfurnished",850
2.9e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"3300 mah",1,"bagus sekali","utara",2,"semi furnished",565
3.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"4400 mah",2,"bagus sekali","timur",1,"furnished",573
4.7e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"4400 mah",2,"bagus sekali","utara",1,"semi furnished",550
1.7e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"3300 mah",2,"baru","barat",1,"unfurnished",268
1.95e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,8,"5500 mah",2,"bagus","utara",2,"semi furnished",2010
8e+08,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"1300 mah",2,"bagus sekali","utara",1,"semi furnished",220
1.15e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1,"2200 mah",2,"bagus sekali","selatan",1,"semi furnished",210
2.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,0,"2200 mah",2,"baru","timur laut",0,"furnished",355
3.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,0,"5500 mah",2,"bagus","timur laut",0,"furnished",623
6.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,4,"3500 mah",2,"bagus","barat daya",4,"unfurnished",1322
3.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2,"3500 mah",2,"bagus sekali","timur",0,"furnished",550
3e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,0,"2200 mah",1,"bagus sekali","selatan",0,"unfurnished",96
6.3e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"2200 mah",1,"bagus","timur",0,"unfurnished",154
5.99e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"bagus","barat laut",0,"unfurnished",132
8.9e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"2200 mah",2,"bagus sekali","selatan",0,"furnished",115
8.1e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"bagus","selatan",0,"unfurnished",135
6.3e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"bagus","timur",0,"unfurnished",154
5.99e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"bagus","barat laut",0,"unfurnished",132
6e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"bagus","barat laut",0,"unfurnished",132
8.1e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"bagus","selatan",0,"unfurnished",135
8.1e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"bagus","selatan",0,"unfurnished",135
5.99e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"bagus","barat laut",0,"unfurnished",132
8.1e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"bagus","selatan",0,"unfurnished",135
5.99e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"bagus","barat laut",1,"unfurnished",132
3.51e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"baru","barat",0,"unfurnished",92
3.25e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"baru","selatan",0,"unfurnished",128
2.45e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"sudah renovasi","barat",0,"unfurnished",108
1.35e+09,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
2.5e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"bagus","selatan",1,"unfurnished",94
3.75e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"sudah renovasi","timur",1,"unfurnished",180
3.25e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"baru","timur",1,"unfurnished",132
5e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,2,"2200 mah",2,"baru","timur",2,"unfurnished",111
1.5e+09,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,0,"3300 mah",2,"bagus","timur laut",1,"unfurnished",199
3.5e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"baru","timur",0,"unfurnished",98
1.68e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"baru","timur",0,"unfurnished",89
2.8e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,1,"1300 mah",1,"bagus","timur",1,"unfurnished",126
6.6e+08,"Kemang, Bogor","Kemang"," Bogor",-6.5075365,106.7295099,1,"1300 mah",1,"sudah renovasi","timur",0,"unfurnished",129
3.33e+08,"Kemang, Bogor","Kemang"," Bogor",-6.5075365,106.7295099,0,"1300 mah",1,"baru","timur",0,"unfurnished",98
5.25e+08,"Kemang, Bogor","Kemang"," Bogor",-6.5075365,106.7295099,0,"1300 mah",1,"baru","selatan",0,"unfurnished",122
6e+08,"Ciomas, Bogor","Ciomas"," Bogor",-6.6068275,106.763125,2,"2200 mah",2,"baru","barat daya",2,"unfurnished",122
6e+08,"Ciomas, Bogor","Ciomas"," Bogor",-6.6068275,106.763125,2,"2200 mah",2,"baru","barat daya",0,"unfurnished",122
5.55e+08,"Ciomas, Bogor","Ciomas"," Bogor",-6.6068275,106.763125,0,"1300 mah",1,"bagus sekali","utara",1,"furnished",176
5e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"1300 mah",1,"bagus","barat",0,"unfurnished",104
1.4e+09,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"2200 mah",2,"bagus","utara",0,"unfurnished",218
5e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"1300 mah",1,"bagus","barat",0,"unfurnished",104
1.4e+09,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"2200 mah",2,"bagus","utara",0,"unfurnished",218
1.4e+09,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"2200 mah",2,"bagus","utara",0,"unfurnished",218
5e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"1300 mah",1,"bagus","barat",1,"unfurnished",104
9e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"1300 mah",1,"sudah renovasi","utara",1,"semi furnished",126
5e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"1300 mah",1,"bagus","barat",0,"unfurnished",104
1.4e+09,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"2200 mah",2,"bagus","utara",0,"unfurnished",218
6.37e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"1300 mah",2,"baru","timur",0,"semi furnished",125
7.55e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"1300 mah",2,"baru","utara",0,"unfurnished",138
6.85e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"1300 mah",2,"baru","timur",0,"unfurnished",124
4.38e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"1300 mah",1,"baru","selatan",0,"unfurnished",95
4.38e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,0,"1300 mah",1,"baru","timur",1,"unfurnished",99
1.09e+09,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,0,"2200 mah",2,"baru","selatan",0,"unfurnished",152
4.35e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"1300 mah",1,"baru","selatan",1,"unfurnished",96
4.66e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"1300 mah",1,"baru","tenggara",0,"unfurnished",100
4e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"1300 mah",1,"baru","tenggara",0,"unfurnished",100
4e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"1300 mah",1,"baru","timur",0,"unfurnished",100
4e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,1,"1300 mah",1,"baru","tenggara",0,"unfurnished",100
1.62e+09,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,1,"2200 mah",3,"bagus","timur laut",0,"unfurnished",284
3.75e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,1,"1300 mah",1,"baru","timur",0,"unfurnished",105
1.62e+09,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,1,"2200 mah",3,"bagus","timur laut",0,"unfurnished",284
1e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,1,"1300 mah",1,"baru","selatan",1,"unfurnished",91
2e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,1,"1300 mah",1,"baru","selatan",1,"unfurnished",81
2.75e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,1,"1300 mah",1,"baru","selatan",1,"unfurnished",100
4e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,1,"1300 mah",1,"baru","barat",2,"unfurnished",129
4e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,1,"1300 mah",1,"baru","barat",2,"unfurnished",129
2.75e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,1,"1300 mah",1,"baru","selatan",1,"unfurnished",100
2.75e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,1,"1300 mah",1,"baru","selatan",1,"unfurnished",100
1.6e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,1,"1300 mah",1,"baru","selatan",1,"unfurnished",84
2.25e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,1,"1300 mah",1,"baru","timur",0,"unfurnished",96
1.5e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,1,"1300 mah",1,"baru","selatan",1,"unfurnished",91
1.35e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,0,"900 mah",1,"baru","selatan",0,"unfurnished",76
1.35e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,0,"900 mah",1,"baru","selatan",0,"unfurnished",76
1e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,1,"1300 mah",1,"baru","selatan",1,"unfurnished",91
1e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,0,"1300 mah",1,"baru","selatan",1,"unfurnished",91
1.7e+09,"Kedung Halang, Bogor","Kedung Halang"," Bogor",-6.5502955,106.8097115,1,"2200 mah",2,"baru","barat daya",0,"semi furnished",180
8.4e+08,"Tapos, Bogor","Tapos"," Bogor",-6.40158,106.49494,1,"2200 mah",1,"bagus","barat daya",0,"unfurnished",132
6.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"bagus","barat daya",0,"unfurnished",128
6.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"bagus","barat daya",0,"unfurnished",128
8e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",167
8.4e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"2200 mah",2,"bagus","utara",0,"unfurnished",270
6.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"bagus","barat daya",0,"unfurnished",128
1.62e+09,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"2200 mah",3,"bagus","timur laut",1,"unfurnished",284
4.5e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","utara",0,"unfurnished",144
8.5e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,0,"1300 mah",2,"bagus sekali","selatan",1,"unfurnished",308
2e+09,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,2,"3300 mah",2,"sudah renovasi","selatan",2,"semi furnished",444
6.49e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"lainnya mah",1,"baru","selatan",0,"furnished",104
6.88e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","selatan",0,"unfurnished",110
4e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","selatan",1,"unfurnished",128
2e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","timur",1,"unfurnished",108
1.5e+09,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,2,"4400 mah",2,"baru","timur",0,"semi furnished",600
5e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,2,"2200 mah",2,"baru","barat",2,"unfurnished",114
6e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,2,"2200 mah",2,"butuh renovasi","barat",2,"unfurnished",124
4e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"bagus","timur",0,"unfurnished",101
4e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"bagus","timur",0,"unfurnished",101
5.6e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","timur",0,"unfurnished",104
6e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,2,"2200 mah",2,"baru","timur",2,"unfurnished",124
6.55e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","timur",0,"unfurnished",114
5e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,2,"2200 mah",2,"baru","barat",2,"unfurnished",114
6e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,2,"2200 mah",2,"baru","timur",2,"unfurnished",124
9.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"2200 mah",2,"baru","selatan",0,"unfurnished",162
7.5e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"sudah renovasi","selatan",0,"furnished",195
1.85e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","timur",0,"unfurnished",86
5e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,2,"2200 mah",2,"baru","timur",2,"unfurnished",114
5.9e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","timur",1,"unfurnished",117
5.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","timur",1,"unfurnished",117
5.14e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","timur",0,"unfurnished",114
6.24e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","barat",1,"unfurnished",132
6.24e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","barat",1,"unfurnished",132
4.94e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","timur",1,"unfurnished",110
5.94e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","timur",1,"unfurnished",117
4.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","timur",1,"unfurnished",104
4.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","timur",1,"unfurnished",104
5.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","timur",1,"unfurnished",117
5.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","timur",1,"unfurnished",117
6e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,1,"1300 mah",1,"baru","barat",0,"unfurnished",113
7.8e+08,"Sentul, Bogor","Sentul"," Bogor",-6.5183495,106.8512789,1,"2200 mah",1,"bagus","timur",0,"unfurnished",160
7e+08,"Sentul, Bogor","Sentul"," Bogor",-6.5183495,106.8512789,2,"2200 mah",2,"bagus","timur",1,"unfurnished",170
1.35e+09,"Sentul, Bogor","Sentul"," Bogor",-6.5183495,106.8512789,2,"4400 mah",2,"bagus","barat",0,"semi furnished",225
7.7e+08,"Sentul, Bogor","Sentul"," Bogor",-6.5183495,106.8512789,1,"2200 mah",2,"baru","timur",1,"unfurnished",137
1.5e+09,"Sukaraja, Bogor","Sukaraja"," Bogor",-6.577853,106.8507965,1,"2200 mah",2,"bagus","barat",0,"unfurnished",294
1.89e+09,"Sukaraja, Bogor","Sukaraja"," Bogor",-6.577853,106.8507965,0,"2200 mah",2,"baru","selatan",1,"unfurnished",222
2.38e+09,"Sukaraja, Bogor","Sukaraja"," Bogor",-6.577853,106.8507965,2,"2200 mah",2,"baru","selatan",0,"unfurnished",280
7e+09,"Tanah Sareal, Bogor","Tanah Sareal"," Bogor",-6.5726115,106.8011015,3,"4400 mah",2,"bagus sekali","barat",2,"unfurnished",1390
2.04e+09,"Tanah Sareal, Bogor","Tanah Sareal"," Bogor",-6.5726115,106.8011015,2,"2200 mah",2,"bagus","barat daya",2,"unfurnished",300
1.44e+09,"Tanah Sareal, Bogor","Tanah Sareal"," Bogor",-6.5726115,106.8011015,1,"2200 mah",2,"bagus","timur",1,"unfurnished",348
1.44e+09,"Tanah Sareal, Bogor","Tanah Sareal"," Bogor",-6.5726115,106.8011015,1,"2200 mah",2,"bagus","timur",1,"unfurnished",348
1.44e+09,"Tanah Sareal, Bogor","Tanah Sareal"," Bogor",-6.5726115,106.8011015,1,"2200 mah",2,"bagus","timur",1,"unfurnished",348
1.44e+09,"Tanah Sareal, Bogor","Tanah Sareal"," Bogor",-6.5726115,106.8011015,1,"2200 mah",2,"bagus","timur",1,"unfurnished",348
2e+09,"Tanah Sareal, Bogor","Tanah Sareal"," Bogor",-6.5726115,106.8011015,1,"2200 mah",2,"bagus sekali","tenggara",0,"unfurnished",428
6.3e+08,"Tanah Sareal, Bogor","Tanah Sareal"," Bogor",-6.5726115,106.8011015,2,"2200 mah",1,"bagus","selatan",0,"unfurnished",126
6.33e+08,"Tanah Sareal, Bogor","Tanah Sareal"," Bogor",-6.5726115,106.8011015,0,"2200 mah",1,"bagus","timur laut",1,"unfurnished",108
4.67e+08,"Tanah Sareal, Bogor","Tanah Sareal"," Bogor",-6.5726115,106.8011015,0,"2200 mah",2,"baru","selatan",1,"furnished",109
2.5e+09,"Ciparigi, Bogor","Ciparigi"," Bogor",-6.5463115,106.8168031,0,"3300 mah",2,"bagus","timur",3,"semi furnished",520
2.04e+09,"Katulampa, Bogor","Katulampa"," Bogor",-6.6154285,106.8298214,1,"2200 mah",2,"bagus","selatan",0,"unfurnished",328
2.04e+09,"Katulampa, Bogor","Katulampa"," Bogor",-6.6154285,106.8298214,1,"2200 mah",2,"bagus","selatan",0,"unfurnished",328
2.04e+09,"Katulampa, Bogor","Katulampa"," Bogor",-6.6154285,106.8298214,1,"2200 mah",2,"bagus","selatan",0,"unfurnished",328
2.04e+09,"Katulampa, Bogor","Katulampa"," Bogor",-6.6154285,106.8298214,1,"2200 mah",2,"bagus","selatan",0,"unfurnished",328
1.1e+09,"Katulampa, Bogor","Katulampa"," Bogor",-6.6154285,106.8298214,1,"2200 mah",2,"sudah renovasi","timur",0,"furnished",239
1.44e+09,"Bogor Barat, Bogor","Bogor Barat"," Bogor",-6.5766335,106.765742,1,"2200 mah",2,"bagus","timur",0,"unfurnished",348
5.3e+08,"Bogor Barat, Bogor","Bogor Barat"," Bogor",-6.5766335,106.765742,2,"2200 mah",2,"baru","selatan",2,"unfurnished",118
4.5e+09,"Bogor Barat, Bogor","Bogor Barat"," Bogor",-6.5766335,106.765742,1,"5500 mah",1,"bagus","tenggara",2,"unfurnished",816
3.6e+09,"Bogor Barat, Bogor","Bogor Barat"," Bogor",-6.5766335,106.765742,2,"4400 mah",2,"bagus sekali","timur",1,"unfurnished",975
8.9e+08,"Cibubur, Bogor","Cibubur"," Bogor",-6.3551778,106.8483112,1,"2200 mah",2,"bagus","selatan",0,"furnished",115
8.1e+08,"Cibubur, Bogor","Cibubur"," Bogor",-6.3551778,106.8483112,1,"1300 mah",1,"bagus","selatan",0,"unfurnished",135
5.7e+08,"Cibubur, Bogor","Cibubur"," Bogor",-6.3551778,106.8483112,1,"1300 mah",1,"baru","timur",1,"semi furnished",141
2e+09,"Cibubur, Bogor","Cibubur"," Bogor",-6.3551778,106.8483112,1,"2200 mah",2,"sudah renovasi","barat daya",0,"semi furnished",280
2.4e+09,"Cibubur, Bogor","Cibubur"," Bogor",-6.3551778,106.8483112,0,"3500 mah",2,"bagus","barat",2,"unfurnished",350
5.46e+08,"Cibubur, Bogor","Cibubur"," Bogor",-6.3551778,106.8483112,1,"1300 mah",1,"baru","timur",0,"unfurnished",90
1e+09,"Cibubur, Bogor","Cibubur"," Bogor",-6.3551778,106.8483112,1,"1300 mah",1,"bagus sekali","timur",0,"unfurnished",323
1.68e+09,"Gunung Putri, Bogor","Gunung Putri"," Bogor",-6.3882496,106.9273915,2,"1300 mah",2,"bagus","barat daya",0,"unfurnished",296
1.68e+09,"Gunung Putri, Bogor","Gunung Putri"," Bogor",-6.3882496,106.9273915,1,"1300 mah",2,"bagus","barat daya",0,"unfurnished",296
1.68e+09,"Gunung Putri, Bogor","Gunung Putri"," Bogor",-6.3882496,106.9273915,1,"1300 mah",2,"bagus","barat daya",0,"unfurnished",296
1.68e+09,"Gunung Putri, Bogor","Gunung Putri"," Bogor",-6.3882496,106.9273915,2,"1300 mah",2,"bagus","barat daya",0,"unfurnished",296
1.68e+09,"Gunung Putri, Bogor","Gunung Putri"," Bogor",-6.3882496,106.9273915,2,"1300 mah",2,"bagus","barat daya",0,"unfurnished",296
1.68e+09,"Gunung Putri, Bogor","Gunung Putri"," Bogor",-6.3882496,106.9273915,2,"3500 mah",1,"bagus","selatan",0,"semi furnished",290
5e+09,"Kota Wisata, Bogor","Kota Wisata"," Bogor",-6.381012,106.9620255,3,"5500 mah",2,"sudah renovasi","utara",1,"semi furnished",855
1.5e+09,"Kota Wisata, Bogor","Kota Wisata"," Bogor",-6.381012,106.9620255,2,"4400 mah",2,"bagus","selatan",0,"semi furnished",227
1.35e+09,"Kota Wisata, Bogor","Kota Wisata"," Bogor",-6.381012,106.9620255,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
2.95e+09,"Kota Wisata, Bogor","Kota Wisata"," Bogor",-6.381012,106.9620255,1,"3300 mah",1,"bagus","utara",0,"unfurnished",400
7e+08,"Kota Wisata, Bogor","Kota Wisata"," Bogor",-6.381012,106.9620255,1,"1300 mah",1,"baru","selatan",0,"unfurnished",135
6.99e+08,"Kota Wisata, Bogor","Kota Wisata"," Bogor",-6.381012,106.9620255,1,"1300 mah",1,"baru","utara",0,"unfurnished",135
4.1e+09,"Kota Wisata, Bogor","Kota Wisata"," Bogor",-6.381012,106.9620255,2,"4400 mah",3,"baru","utara",0,"unfurnished",417
1.15e+09,"Kota Wisata, Bogor","Kota Wisata"," Bogor",-6.381012,106.9620255,1,"1300 mah",1,"bagus","barat daya",0,"unfurnished",150
4.6e+09,"Kota Wisata, Bogor","Kota Wisata"," Bogor",-6.381012,106.9620255,2,"2200 mah",3,"baru","timur",0,"unfurnished",417
