"price_in_rp","address","district","city","lat","long","carports","electricity","floors","property_condition","building_orientation","garages","furnishing","total_size"
1.35e+09,"Bojongsari, Bogor","Bojongsari"," Bogor",-6.399214,106.7410278,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
7.55e+08,"Curug, Bogor","Curug"," Bogor",-6.544858,106.7683245,1,"1300 mah",2,"baru","timur",0,"unfurnished",138
7.85e+08,"Curug, Bogor","Curug"," Bogor",-6.544858,106.7683245,1,"1300 mah",2,"baru","utara",0,"unfurnished",145
6.85e+08,"Curug, Bogor","Curug"," Bogor",-6.544858,106.7683245,1,"1300 mah",2,"baru","timur",0,"unfurnished",124
8.3e+08,"Curug, Bogor","Curug"," Bogor",-6.544858,106.7683245,1,"1300 mah",1,"bagus","utara",0,"semi furnished",187
8.3e+08,"Curug, Bogor","Curug"," Bogor",-6.544858,106.7683245,1,"1300 mah",1,"bagus","utara",0,"semi furnished",187
7.25e+08,"Babakan Madang, Bogor","Babakan Madang"," Bogor",-6.5721445,106.907121,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",120
1.62e+09,"Bojong, Bogor","Bojong"," Bogor",-6.4769375,106.7880935,1,"2200 mah",3,"bagus","timur laut",0,"unfurnished",284
4e+08,"Bojong, Bogor","Bojong"," Bogor",-6.4769375,106.7880935,1,"1300 mah",1,"baru","selatan",1,"unfurnished",108
2.8e+08,"Bojong, Bogor","Bojong"," Bogor",-6.4769375,106.7880935,1,"1300 mah",1,"bagus","barat",0,"unfurnished",90
7.8e+08,"Cimahpar, Bogor","Cimahpar"," Bogor",-6.5850174,106.8298865,1,"2200 mah",1,"bagus","timur",0,"unfurnished",160
7.8e+08,"Cimahpar, Bogor","Cimahpar"," Bogor",-6.5850174,106.8298865,1,"2200 mah",1,"bagus","timur",0,"unfurnished",160
2.6e+09,"Tanah Baru, Bogor","Tanah Baru"," Bogor",-6.5768245,106.820994,4,"2200 mah",2,"bagus","selatan",4,"unfurnished",720
9.75e+08,"Tanah Baru, Bogor","Tanah Baru"," Bogor",-6.5768245,106.820994,2,"2200 mah",2,"sudah renovasi","utara",0,"unfurnished",288
9.92e+08,"Tanah Baru, Bogor","Tanah Baru"," Bogor",-6.5768245,106.820994,0,"2200 mah",2,"bagus","timur",0,"unfurnished",159
2.04e+09,"Tegallega, Bogor","Tegallega"," Bogor",-6.597951,106.810346,1,"2200 mah",2,"bagus","selatan",0,"unfurnished",328
7.98e+08,"Parung Panjang, Bogor","Parung Panjang"," Bogor",-6.3731789,106.55458,2,"2200 mah",2,"baru","utara",0,"unfurnished",121
5.9e+08,"Parung Panjang, Bogor","Parung Panjang"," Bogor",-6.3731789,106.55458,2,"lainnya mah",2,"baru","selatan",0,"unfurnished",100
7.49e+08,"Parung Panjang, Bogor","Parung Panjang"," Bogor",-6.3731789,106.55458,1,"2200 mah",1,"baru","selatan",0,"unfurnished",120
6.74e+08,"Parung Panjang, Bogor","Parung Panjang"," Bogor",-6.3731789,106.55458,1,"2200 mah",1,"baru","selatan",0,"unfurnished",111
5.16e+08,"Parung Panjang, Bogor","Parung Panjang"," Bogor",-6.3731789,106.55458,1,"2200 mah",1,"baru","selatan",0,"unfurnished",87
5.16e+08,"Parung Panjang, Bogor","Parung Panjang"," Bogor",-6.3731789,106.55458,1,"2200 mah",1,"baru","selatan",0,"unfurnished",87
6.55e+08,"Parung Panjang, Bogor","Parung Panjang"," Bogor",-6.3731789,106.55458,1,"1300 mah",2,"baru","timur",2,"semi furnished",124
8e+08,"Parung Panjang, Bogor","Parung Panjang"," Bogor",-6.3731789,106.55458,2,"2200 mah",1,"baru","selatan",2,"unfurnished",121
4.5e+08,"Parung Panjang, Bogor","Parung Panjang"," Bogor",-6.3731789,106.55458,1,"1300 mah",1,"bagus","selatan",0,"unfurnished",108
1.68e+08,"Parung Panjang, Bogor","Parung Panjang"," Bogor",-6.3731789,106.55458,0,"1300 mah",1,"baru","selatan",0,"unfurnished",90
4e+08,"Parung Panjang, Bogor","Parung Panjang"," Bogor",-6.3731789,106.55458,1,"1300 mah",1,"baru","tenggara",0,"unfurnished",100
4e+08,"Parung Panjang, Bogor","Parung Panjang"," Bogor",-6.3731789,106.55458,1,"1300 mah",1,"baru","timur",0,"unfurnished",100
5e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"2200 mah",1,"bagus","selatan",1,"unfurnished",108
1.35e+09,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"2200 mah",2,"baru","selatan",0,"semi furnished",190
6.19e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","timur",1,"unfurnished",126
5.51e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","timur",1,"furnished",106
5.51e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","timur",1,"unfurnished",106
5.51e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","timur",1,"unfurnished",106
8.75e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,0,"1300 mah",1,"baru","timur",0,"semi furnished",161
9.08e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","timur",1,"semi furnished",173
6.51e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","timur",0,"unfurnished",129
6.51e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","timur",0,"unfurnished",129
6.51e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","timur",0,"unfurnished",129
1.07e+09,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"2200 mah",1,"baru","timur",1,"semi furnished",179
5.35e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","timur",0,"unfurnished",106
5.35e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","timur",0,"unfurnished",106
5.51e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","barat",0,"unfurnished",106
5.51e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","barat",0,"unfurnished",106
5.51e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","timur",0,"unfurnished",106
6.61e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","timur",0,"unfurnished",124
1.16e+09,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"2200 mah",1,"baru","timur",0,"unfurnished",179
9.21e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","timur",2,"unfurnished",173
5e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","timur",1,"unfurnished",108
6.5e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,2,"1300 mah",1,"bagus","utara",0,"unfurnished",141
5.51e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"baru","barat",0,"unfurnished",106
9.8e+08,"Cikeas, Bogor","Cikeas"," Bogor",-6.4014935,106.9279365,1,"1300 mah",1,"bagus sekali","timur",0,"unfurnished",173
6.55e+08,"Parung, Bogor","Parung"," Bogor",-6.43971,106.7051599,1,"1300 mah",2,"baru","timur",2,"semi furnished",124
1.2e+09,"Parung, Bogor","Parung"," Bogor",-6.43971,106.7051599,1,"2200 mah",2,"baru","barat",1,"unfurnished",239
7e+08,"Parung, Bogor","Parung"," Bogor",-6.43971,106.7051599,1,"2200 mah",2,"baru","timur",1,"unfurnished",130
1.35e+09,"Parung, Bogor","Parung"," Bogor",-6.43971,106.7051599,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
6.85e+08,"Parung, Bogor","Parung"," Bogor",-6.43971,106.7051599,1,"1300 mah",2,"baru","timur",0,"unfurnished",124
7.5e+07,"Parung, Bogor","Parung"," Bogor",-6.43971,106.7051599,1,"900 mah",1,"bagus","selatan",1,"unfurnished",90
4.55e+08,"Parung, Bogor","Parung"," Bogor",-6.43971,106.7051599,0,"1300 mah",1,"baru","selatan",0,"unfurnished",101
4.1e+08,"Parung, Bogor","Parung"," Bogor",-6.43971,106.7051599,1,"1300 mah",1,"baru","selatan",0,"unfurnished",96
4.66e+08,"Parung, Bogor","Parung"," Bogor",-6.43971,106.7051599,1,"1300 mah",1,"baru","tenggara",0,"unfurnished",100
4e+08,"Parung, Bogor","Parung"," Bogor",-6.43971,106.7051599,1,"1300 mah",1,"baru","timur",0,"unfurnished",100
4e+08,"Parung, Bogor","Parung"," Bogor",-6.43971,106.7051599,1,"1300 mah",1,"baru","selatan",0,"unfurnished",100
8e+08,"Parung, Bogor","Parung"," Bogor",-6.43971,106.7051599,1,"2200 mah",2,"baru","timur",0,"unfurnished",130
7.5e+08,"Parung, Bogor","Parung"," Bogor",-6.43971,106.7051599,1,"2200 mah",2,"baru","tenggara",0,"unfurnished",130
4.5e+08,"Cilebut, Bogor","Cilebut"," Bogor",-6.5302555,106.7931885,1,"1300 mah",1,"sudah renovasi","selatan",0,"unfurnished",108
3.9e+08,"Cilebut, Bogor","Cilebut"," Bogor",-6.5302555,106.7931885,0,"1300 mah",1,"bagus","selatan",1,"unfurnished",117
4e+08,"Cilebut, Bogor","Cilebut"," Bogor",-6.5302555,106.7931885,1,"1300 mah",1,"baru","selatan",1,"unfurnished",108
3e+08,"Cilebut, Bogor","Cilebut"," Bogor",-6.5302555,106.7931885,1,"1300 mah",1,"bagus","timur",1,"unfurnished",132
2.65e+08,"Cilebut, Bogor","Cilebut"," Bogor",-6.5302555,106.7931885,0,"900 mah",1,"baru","selatan",1,"unfurnished",103
2.25e+08,"Cilebut, Bogor","Cilebut"," Bogor",-6.5302555,106.7931885,1,"1300 mah",1,"baru","timur",0,"unfurnished",96
3e+08,"Cilebut, Bogor","Cilebut"," Bogor",-6.5302555,106.7931885,1,"lainnya mah",1,"bagus","barat daya",0,"unfurnished",117
5.4e+09,"Baranangsiang, Bogor","Baranangsiang"," Bogor",-6.6097729,106.8130539,4,"5500 mah",2,"bagus sekali","timur",2,"unfurnished",820
5.4e+09,"Baranangsiang, Bogor","Baranangsiang"," Bogor",-6.6097729,106.8130539,2,"5500 mah",2,"bagus","timur",1,"unfurnished",820
2e+09,"Baranangsiang, Bogor","Baranangsiang"," Bogor",-6.6097729,106.8130539,6,"4400 mah",1,"bagus","utara",0,"unfurnished",450
3.95e+08,"Dramaga, Bogor","Dramaga"," Bogor",-6.5875072,106.7319552,1,"1300 mah",1,"baru","timur",0,"furnished",108
8.75e+08,"Rancamaya, Bogor","Rancamaya"," Bogor",-6.6717395,106.8263784,1,"2200 mah",1,"bagus","barat",0,"furnished",185
1.5e+09,"Legenda Wisata, Bogor","Legenda Wisata"," Bogor",-6.4039107,106.9452029,1,"4400 mah",2,"bagus","timur",0,"unfurnished",304
1.35e+09,"Legenda Wisata, Bogor","Legenda Wisata"," Bogor",-6.4039107,106.9452029,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
1.33e+09,"Legenda Wisata, Bogor","Legenda Wisata"," Bogor",-6.4039107,106.9452029,2,"2200 mah",1,"bagus","timur",0,"unfurnished",248
4.76e+08,"Tajur Halang, Bogor","Tajur Halang"," Bogor",-6.4696815,106.76102,1,"1300 mah",1,"baru","timur",0,"unfurnished",126
5.4e+08,"Tajur Halang, Bogor","Tajur Halang"," Bogor",-6.4696815,106.76102,1,"1300 mah",1,"baru","utara",0,"unfurnished",130
5.99e+08,"Tajur Halang, Bogor","Tajur Halang"," Bogor",-6.4696815,106.76102,0,"1300 mah",1,"sudah renovasi","utara",0,"unfurnished",126
1.5e+09,"Megamendung, Bogor","Megamendung"," Bogor",-6.67582,106.9219299,0,"1300 mah",2,"bagus","selatan",0,"furnished",1150
4.2e+09,"Megamendung, Bogor","Megamendung"," Bogor",-6.67582,106.9219299,0,"4400 mah",1,"bagus","timur",2,"furnished",533
4.85e+09,"Megamendung, Bogor","Megamendung"," Bogor",-6.67582,106.9219299,1,"4400 mah",1,"bagus","timur",2,"furnished",753
1.35e+09,"Limusnunggal, Bogor","Limusnunggal"," Bogor",-6.3725429,106.969223,1,"2200 mah",2,"baru","timur",0,"semi furnished",190
4.59e+08,"Tajur, Bogor","Tajur"," Bogor",-6.629732,106.824916,1,"lainnya mah",1,"baru","barat laut",0,"unfurnished",92
6e+08,"Ciawi, Bogor","Ciawi"," Bogor",-6.658375,106.8506135,1,"900 mah",1,"bagus","utara",0,"unfurnished",204
2.6e+09,"Ciawi, Bogor","Ciawi"," Bogor",-6.658375,106.8506135,2,"3500 mah",2,"baru","timur laut",2,"furnished",388
1.35e+09,"Sindang Barang, Bogor","Sindang Barang"," Bogor",-6.5757455,106.7608894,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
8.79e+08,"Sindang Barang, Bogor","Sindang Barang"," Bogor",-6.5757455,106.7608894,1,"2200 mah",2,"baru","selatan",0,"unfurnished",163
1.35e+09,"Citaringgul, Bogor","Citaringgul"," Bogor",-6.5682695,106.8546795,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
1.35e+09,"Pasirlaja, Bogor","Pasirlaja"," Bogor",-6.5501679,106.836927,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
1.35e+09,"Semplak, Bogor","Semplak"," Bogor",-6.5446135,106.7498216,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
9e+08,"Semplak, Bogor","Semplak"," Bogor",-6.5446135,106.7498216,1,"3500 mah",1,"baru","selatan",1,"unfurnished",199
1.35e+09,"Cibuluh, Bogor","Cibuluh"," Bogor",-6.560325,106.8151974,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
1.35e+09,"Kedungwaringin, Bogor","Kedungwaringin"," Bogor",-6.5667204,106.781873,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
1.35e+09,"Leuwinanggung, Bogor","Leuwinanggung"," Bogor",-6.4102361,106.8882494,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
1.35e+09,"Kedungbadak, Bogor","Kedungbadak"," Bogor",-6.5624554,106.7991119,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
1.35e+09,"Sukamaju, Bogor","Sukamaju"," Bogor",-6.451025,107.048305,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
1.35e+09,"Sukatani, Bogor","Sukatani"," Bogor",-6.6087049,106.8405749,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
1.35e+09,"Harjamukti, Bogor","Harjamukti"," Bogor",-6.7648805,108.5160663,1,"2200 mah",1,"baru","timur",0,"semi furnished",190
1.5e+09,"Harjamukti, Bogor","Harjamukti"," Bogor",-6.7648805,108.5160663,2,"2200 mah",2,"baru","utara",0,"unfurnished",250
6.85e+08,"Ciseeng, Bogor","Ciseeng"," Bogor",-6.459164,106.682845,1,"1300 mah",2,"baru","timur",0,"unfurnished",124
4e+08,"Ciseeng, Bogor","Ciseeng"," Bogor",-6.459164,106.682845,1,"1300 mah",1,"baru","timur",0,"unfurnished",100
8e+08,"Ciseeng, Bogor","Ciseeng"," Bogor",-6.459164,106.682845,1,"2200 mah",2,"baru","timur laut",0,"unfurnished",130
3e+08,"Jonggol, Bogor","Jonggol"," Bogor",-6.50635,107.055555,1,"1300 mah",1,"bagus","timur",1,"unfurnished",122
8.5e+08,"Jonggol, Bogor","Jonggol"," Bogor",-6.50635,107.055555,1,"1300 mah",1,"bagus","timur",1,"unfurnished",280
1.2e+09,"Jonggol, Bogor","Jonggol"," Bogor",-6.50635,107.055555,1,"1300 mah",1,"bagus","selatan",1,"unfurnished",270
5.5e+08,"Jonggol, Bogor","Jonggol"," Bogor",-6.50635,107.055555,0,"1300 mah",1,"bagus","selatan",0,"unfurnished",232
3.55e+08,"Jonggol, Bogor","Jonggol"," Bogor",-6.50635,107.055555,1,"1300 mah",1,"butuh renovasi","selatan",1,"unfurnished",137
4.3e+08,"Jonggol, Bogor","Jonggol"," Bogor",-6.50635,107.055555,1,"1300 mah",1,"butuh renovasi","selatan",1,"unfurnished",172
3.5e+08,"Jonggol, Bogor","Jonggol"," Bogor",-6.50635,107.055555,1,"1300 mah",1,"sudah renovasi","selatan",0,"unfurnished",145
3.5e+08,"Jonggol, Bogor","Jonggol"," Bogor",-6.50635,107.055555,1,"1300 mah",1,"sudah renovasi","selatan",1,"unfurnished",145
3.5e+08,"Jonggol, Bogor","Jonggol"," Bogor",-6.50635,107.055555,1,"1300 mah",1,"sudah renovasi","selatan",1,"unfurnished",145
4.5e+08,"Laladon, Bogor","Laladon"," Bogor",-6.583321,106.75488,1,"1300 mah",1,"bagus","timur",1,"unfurnished",108
1.1e+09,"Rangga Mekar, Bogor","Rangga Mekar"," Bogor",-6.624411,106.802212,1,"2200 mah",2,"bagus","utara",0,"unfurnished",258
3e+09,"Rangga Mekar, Bogor","Rangga Mekar"," Bogor",-6.624411,106.802212,1,"3500 mah",2,"bagus","selatan",0,"unfurnished",462
3.3e+09,"Tegal Gundi, Bogor","Tegal Gundi"," Bogor",-6.5809899,106.8144301,1,"3300 mah",2,"bagus","timur",0,"unfurnished",501
7.75e+08,"Ciangsana, Bogor","Ciangsana"," Bogor",-6.3567365,106.9572416,2,"2200 mah",2,"baru","timur",1,"semi furnished",141
9.19e+08,"Ciangsana, Bogor","Ciangsana"," Bogor",-6.3567365,106.9572416,1,"2200 mah",2,"baru","selatan",0,"semi furnished",179
9.08e+08,"Ciangsana, Bogor","Ciangsana"," Bogor",-6.3567365,106.9572416,1,"2200 mah",1,"baru","selatan",0,"semi furnished",177
7.75e+08,"Ciangsana, Bogor","Ciangsana"," Bogor",-6.3567365,106.9572416,1,"2200 mah",2,"baru","selatan",0,"unfurnished",141
2.5e+09,"Cimangu, Bogor","Cimangu"," Bogor",-6.5669486,106.7941563,2,"4400 mah",2,"bagus","barat",0,"unfurnished",548
8.2e+08,"Cimangu, Bogor","Cimangu"," Bogor",-6.5669486,106.7941563,1,"2200 mah",1,"bagus","utara",0,"semi furnished",278
3.89e+08,"Kranggan, Bogor","Kranggan"," Bogor",-6.4586765,106.8865725,2,"2200 mah",2,"baru","barat",0,"semi furnished",271
4e+09,"Taman Kencana, Bogor","Taman Kencana"," Bogor",-6.5883119,106.6552144,1,"8000 mah",2,"bagus","timur",1,"semi furnished",986
3.38e+08,"Tenjo, Bogor","Tenjo"," Bogor",-6.372885,106.4868765,1,"1300 mah",1,"baru","selatan",0,"unfurnished",108
3.5e+09,"Gadog, Bogor","Gadog"," Bogor",-6.6622971,106.8715785,6,"3300 mah",2,"bagus","barat",2,"unfurnished",4795
7.99e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,1,"2200 mah",2,"baru","timur",0,"unfurnished",144
8.11e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,0,"1300 mah",2,"baru","utara",2,"unfurnished",142
3.3e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,1,"1300 mah",1,"baru","selatan",1,"semi furnished",100
2.28e+09,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,1,"2200 mah",2,"bagus","tenggara",1,"unfurnished",380
1.03e+09,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,0,"2200 mah",2,"baru","barat",0,"unfurnished",173
8.85e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,1,"2200 mah",2,"baru","timur",1,"unfurnished",139
7.75e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,1,"2200 mah",1,"baru","timur",1,"unfurnished",166
9e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,1,"1300 mah",1,"baru","utara",1,"semi furnished",132
6.5e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,1,"1300 mah",1,"baru","timur",0,"unfurnished",120
7.25e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,1,"2200 mah",1,"bagus","utara",0,"unfurnished",110
8e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,2,"2200 mah",2,"baru","timur",2,"semi furnished",142
4.94e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,1,"1300 mah",1,"baru","timur",1,"unfurnished",106
9.4e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,2,"2200 mah",2,"baru","timur",2,"unfurnished",188
1.2e+09,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,2,"2200 mah",2,"bagus","timur",0,"semi furnished",536
5.6e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,1,"1300 mah",2,"baru","timur",1,"unfurnished",102
4e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,1,"1300 mah",1,"baru","utara",0,"unfurnished",113
8.95e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,1,"2200 mah",1,"baru","timur",1,"semi furnished",164
8.65e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,2,"2200 mah",2,"baru","timur",0,"semi furnished",130
1.12e+09,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,1,"2200 mah",2,"baru","timur",2,"unfurnished",172
2.2e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,1,"1300 mah",1,"baru","timur",0,"unfurnished",96
3.9e+08,"Pancoran Mas, Depok","Pancoran Mas"," Depok",-6.399113,106.7999535,2,"1300 mah",1,"bagus","utara",1,"unfurnished",204
1.58e+09,"Kelapa Dua, Depok","Kelapa Dua"," Depok",-6.3637317,106.8430567,1,"3500 mah",2,"baru","barat",0,"semi furnished",174
1.58e+09,"Cimanggis, Depok","Cimanggis"," Depok",-6.367494,106.874766,2,"3500 mah",2,"baru","utara",0,"furnished",169
2.99e+09,"Cimanggis, Depok","Cimanggis"," Depok",-6.367494,106.874766,1,"2200 mah",2,"bagus","timur",0,"unfurnished",382
2.99e+09,"Cimanggis, Depok","Cimanggis"," Depok",-6.367494,106.874766,1,"2200 mah",2,"bagus","timur",0,"unfurnished",382
5.95e+08,"Cimanggis, Depok","Cimanggis"," Depok",-6.367494,106.874766,2,"1300 mah",1,"baru","selatan",0,"unfurnished",128
2.99e+09,"Cimanggis, Depok","Cimanggis"," Depok",-6.367494,106.874766,1,"2200 mah",2,"bagus","timur",0,"unfurnished",382
1.02e+09,"Cimanggis, Depok","Cimanggis"," Depok",-6.367494,106.874766,1,"1300 mah",1,"sudah renovasi","barat",1,"unfurnished",136
8.4e+08,"Cimanggis, Depok","Cimanggis"," Depok",-6.367494,106.874766,1,"2200 mah",1,"bagus","barat daya",0,"unfurnished",132
1.3e+09,"Cimanggis, Depok","Cimanggis"," Depok",-6.367494,106.874766,1,"1300 mah",1,"baru","utara",1,"semi furnished",250
8e+08,"Cimanggis, Depok","Cimanggis"," Depok",-6.367494,106.874766,1,"3500 mah",2,"baru","barat",1,"semi furnished",179
8.5e+08,"Cimanggis, Depok","Cimanggis"," Depok",-6.367494,106.874766,1,"1300 mah",2,"bagus sekali","timur",0,"unfurnished",116
8.39e+08,"Cimanggis, Depok","Cimanggis"," Depok",-6.367494,106.874766,0,"2200 mah",2,"baru","timur",2,"unfurnished",139
6.62e+08,"Cimanggis, Depok","Cimanggis"," Depok",-6.367494,106.874766,1,"2200 mah",2,"baru","selatan",1,"unfurnished",92
2.6e+08,"Citayam, Depok","Citayam"," Depok",-6.4440036,106.7442652,1,"1300 mah",1,"baru","utara",0,"unfurnished",96
3.65e+08,"Citayam, Depok","Citayam"," Depok",-6.4440036,106.7442652,1,"1300 mah",1,"baru","utara",1,"unfurnished",98
3.7e+08,"Citayam, Depok","Citayam"," Depok",-6.4440036,106.7442652,1,"1300 mah",1,"baru","selatan",1,"unfurnished",101
4.1e+08,"Citayam, Depok","Citayam"," Depok",-6.4440036,106.7442652,1,"1300 mah",1,"baru","barat daya",0,"unfurnished",101
3.72e+08,"Citayam, Depok","Citayam"," Depok",-6.4440036,106.7442652,1,"1300 mah",1,"baru","timur",0,"unfurnished",102
3.25e+08,"Citayam, Depok","Citayam"," Depok",-6.4440036,106.7442652,1,"1300 mah",1,"baru","selatan",1,"unfurnished",100
3.25e+08,"Citayam, Depok","Citayam"," Depok",-6.4440036,106.7442652,1,"1300 mah",1,"baru","selatan",1,"unfurnished",100
3.25e+08,"Citayam, Depok","Citayam"," Depok",-6.4440036,106.7442652,1,"1300 mah",1,"baru","selatan",1,"unfurnished",100
2e+08,"Citayam, Depok","Citayam"," Depok",-6.4440036,106.7442652,0,"1300 mah",1,"baru","selatan",1,"unfurnished",81
1.5e+08,"Citayam, Depok","Citayam"," Depok",-6.4440036,106.7442652,0,"1300 mah",1,"baru","barat daya",1,"unfurnished",91
9.6e+08,"Cinangka, Depok","Cinangka"," Depok",-6.3703875,106.7606085,1,"2200 mah",2,"baru","utara",0,"unfurnished",185
6.15e+08,"Cinangka, Depok","Cinangka"," Depok",-6.3703875,106.7606085,1,"1300 mah",1,"baru","timur",0,"unfurnished",118
7.75e+08,"Cinangka, Depok","Cinangka"," Depok",-6.3703875,106.7606085,1,"2200 mah",1,"baru","timur",1,"unfurnished",161
6.8e+08,"Cinangka, Depok","Cinangka"," Depok",-6.3703875,106.7606085,1,"2200 mah",2,"baru","timur",1,"semi furnished",124
7e+08,"Cinangka, Depok","Cinangka"," Depok",-6.3703875,106.7606085,2,"1300 mah",1,"baru","timur",2,"unfurnished",160
6e+08,"Cinangka, Depok","Cinangka"," Depok",-6.3703875,106.7606085,1,"2200 mah",1,"baru","timur",1,"unfurnished",135
