"price_in_rp","address","district","city","lat","long","land_size_m2","building_size_m2","carports","electricity","floors","property_condition","building_orientation","garages","furnishing","Y"
4.63e+08,"Bekasi Utara, Bekasi","Bekasi Utara"," Bekasi",-6.2054536,107.006438,60,29,1,"900 mah",1,"bagus","tenggara",0,"semi furnished",4.63e+08
4.68e+08,"Bekasi Utara, Bekasi","Bekasi Utara"," Bekasi",-6.2054536,107.006438,72,45,1,"1300 mah",1,"baru","timur",1,"unfurnished",4.68e+08
4.96e+08,"Bekasi Utara, Bekasi","Bekasi Utara"," Bekasi",-6.2054536,107.006438,72,36,1,"2200 mah",1,"baru","barat",0,"unfurnished",4.96e+08
7.79e+08,"Bekasi Utara, Bekasi","Bekasi Utara"," Bekasi",-6.2054536,107.006438,53,63,1,"2200 mah",2,"baru","utara",0,"unfurnished",7.79e+08
6.25e+08,"Rawalumbu, Bekasi","Rawalumbu"," Bekasi",-6.280399,106.9945355,75,48,1,"2200 mah",1,"baru","timur",0,"unfurnished",6.25e+08
1e+09,"Rawalumbu, Bekasi","Rawalumbu"," Bekasi",-6.280399,106.9945355,150,196,2,"4400 mah",2,"butuh renovasi","barat laut",1,"unfurnished",1e+09
1.6e+09,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,119,100,1,"1300 mah",2,"bagus","utara",1,"unfurnished",1.6e+09
4.9e+08,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,72,45,1,"1300 mah",1,"baru","timur",0,"unfurnished",4.9e+08
6.65e+08,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,97,54,1,"1300 mah",1,"baru","selatan",0,"semi furnished",6.65e+08
4.45e+08,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,97,54,1,"1300 mah",1,"baru","selatan",0,"semi furnished",4.45e+08
5.7e+08,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,97,54,1,"1300 mah",1,"bagus","timur",1,"semi furnished",5.7e+08
1.5e+09,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,250,180,1,"1300 mah",1,"bagus","barat laut",1,"unfurnished",1.5e+09
6.65e+08,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,97,54,1,"1300 mah",1,"baru","selatan",0,"semi furnished",6.65e+08
6.65e+08,"Tambun Selatan, Bekasi","Tambun Selatan"," Bekasi",-6.2521334,107.0535555,97,54,1,"1300 mah",1,"baru","selatan",0,"semi furnished",6.65e+08
6.5e+08,"Harapan Baru, Bekasi","Harapan Baru"," Bekasi",-6.2155785,107.0165589,72,60,1,"1300 mah",1,"baru","utara",1,"unfurnished",6.5e+08
9.75e+08,"Harapan Baru, Bekasi","Harapan Baru"," Bekasi",-6.2155785,107.0165589,120,60,1,"1300 mah",1,"bagus","utara",0,"unfurnished",9.75e+08
3.7e+09,"Pondokmelati, Bekasi","Pondokmelati"," Bekasi",-6.310185,106.9254604,216,300,3,"5500 mah",3,"sudah renovasi","barat daya",2,"semi furnished",3.7e+09
3.5e+08,"Babelan, Bekasi","Babelan"," Bekasi",-6.1263046,107.0217935,60,36,1,"1300 mah",1,"baru","timur",0,"semi furnished",3.5e+08
6.64e+09,"Babelan, Bekasi","Babelan"," Bekasi",-6.1263046,107.0217935,72,39,1,"1300 mah",1,"baru","timur",0,"unfurnished",6.64e+09
3.27e+08,"Babelan, Bekasi","Babelan"," Bekasi",-6.1263046,107.0217935,36,61,1,"1300 mah",1,"baru","selatan",0,"unfurnished",3.27e+08
3.32e+08,"Babelan, Bekasi","Babelan"," Bekasi",-6.1263046,107.0217935,36,61,1,"1300 mah",1,"baru","selatan",2,"unfurnished",3.32e+08
4.8e+08,"Babelan, Bekasi","Babelan"," Bekasi",-6.1263046,107.0217935,72,72,1,"1300 mah",1,"sudah renovasi","utara",0,"semi furnished",4.8e+08
2.2e+09,"Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,162,230,1,"3500 mah",2,"bagus","barat",0,"semi furnished",2.2e+09
1.95e+09,"Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,220,200,2,"4400 mah",2,"bagus","utara",1,"unfurnished",1.95e+09
1.8e+09,"Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,120,84,1,"2200 mah",1,"bagus","selatan",0,"semi furnished",1.8e+09
1.4e+09,"Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,130,150,1,"2200 mah",1,"sudah renovasi","selatan",1,"unfurnished",1.4e+09
1.4e+09,"Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,130,150,1,"2200 mah",1,"sudah renovasi","selatan",1,"unfurnished",1.4e+09
5e+09,"Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,343,400,3,"3500 mah",2,"bagus","barat",0,"unfurnished",5e+09
1.85e+09,"Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,215,135,1,"5500 mah",1,"bagus","barat",0,"unfurnished",1.85e+09
3.9e+08,"Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,73,36,1,"1300 mah",1,"baru","timur",1,"unfurnished",3.9e+08
2.75e+09,"Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,160,128,2,"3500 mah",2,"baru","timur",0,"unfurnished",2.75e+09
9.9e+08,"Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,220,123,1,"1300 mah",1,"sudah renovasi","timur",0,"unfurnished",9.9e+08
4.75e+08,"Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,78,41,1,"2200 mah",1,"baru","barat",1,"unfurnished",4.75e+08
5.25e+08,"Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,60,80,1,"1300 mah",1,"bagus","selatan",0,"unfurnished",5.25e+08
1.1e+09,"Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,65,90,1,"2200 mah",2,"bagus","tenggara",0,"semi furnished",1.1e+09
9.2e+08,"Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,113,85,2,"2200 mah",2,"bagus","selatan",0,"unfurnished",9.2e+08
2.8e+09,"Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,209,300,2,"11000 mah",2,"bagus","selatan",1,"semi furnished",2.8e+09
1.7e+09,"Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,102,150,1,"3300 mah",2,"bagus","timur",1,"semi furnished",1.7e+09
1.25e+09,"Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,98,80,1,"2200 mah",1,"bagus","utara",1,"semi furnished",1.25e+09
2.85e+09,"Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,181,180,2,"2200 mah",2,"baru","barat daya",0,"unfurnished",2.85e+09
4.15e+09,"Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,487,650,3,"4400 mah",2,"bagus","selatan",1,"unfurnished",4.15e+09
1.8e+09,"Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,90,135,1,"3300 mah",2,"bagus sekali","selatan",0,"unfurnished",1.8e+09
8e+08,"Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,90,54,1,"1300 mah",1,"bagus","utara",1,"semi furnished",8e+08
1.5e+09,"Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,120,88,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",1.5e+09
7.79e+08,"Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,53,63,1,"1300 mah",2,"baru","tenggara",0,"unfurnished",7.79e+08
5.5e+08,"Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,90,54,1,"1300 mah",1,"bagus","utara",0,"unfurnished",5.5e+08
3.75e+08,"Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,72,60,0,"1300 mah",1,"sudah renovasi","utara",2,"unfurnished",3.75e+08
4.55e+08,"Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,72,45,1,"1300 mah",1,"baru","utara",0,"semi furnished",4.55e+08
9e+08,"Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,120,90,1,"1300 mah",1,"sudah renovasi","timur",0,"unfurnished",9e+08
9.67e+08,"Cikarang Selatan, Bekasi","Cikarang Selatan"," Bekasi",-6.3328146,107.1247334,82,68,1,"2200 mah",2,"baru","selatan",1,"unfurnished",9.67e+08
1.5e+09,"Cikarang Selatan, Bekasi","Cikarang Selatan"," Bekasi",-6.3328146,107.1247334,240,150,0,"3500 mah",1,"sudah renovasi","barat laut",1,"unfurnished",1.5e+09
3.9e+08,"Cikarang Selatan, Bekasi","Cikarang Selatan"," Bekasi",-6.3328146,107.1247334,60,30,1,"1300 mah",1,"baru","tenggara",0,"unfurnished",3.9e+08
1.68e+08,"Cikarang Selatan, Bekasi","Cikarang Selatan"," Bekasi",-6.3328146,107.1247334,60,30,1,"1300 mah",1,"baru","timur",1,"unfurnished",1.68e+08
3e+08,"Kebalen, Bekasi","Kebalen"," Bekasi",-6.18942,107.0379879,60,36,1,"1300 mah",1,"baru","timur",0,"unfurnished",3e+08
1.65e+09,"Kayuringin Jaya, Bekasi","Kayuringin Jaya"," Bekasi",-6.2386895,106.9847315,123,100,1,"2200 mah",1,"bagus","barat",0,"unfurnished",1.65e+09
9e+08,"Kayuringin Jaya, Bekasi","Kayuringin Jaya"," Bekasi",-6.2386895,106.9847315,150,100,0,"lainnya mah",1,"baru","utara",0,"unfurnished",9e+08
7.95e+08,"Bintara, Bekasi","Bintara"," Bekasi",-6.227202,106.9584634,90,150,1,"2200 mah",2,"bagus sekali","utara",0,"semi furnished",7.95e+08
1e+09,"Bintara, Bekasi","Bintara"," Bekasi",-6.227202,106.9584634,72,108,1,"2200 mah",2,"bagus","selatan",0,"unfurnished",1e+09
1.9e+09,"Bintara, Bekasi","Bintara"," Bekasi",-6.227202,106.9584634,136,66,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",1.9e+09
1.18e+09,"Jatirangga, Bekasi","Jatirangga"," Bekasi",-6.363249,106.9403936,84,77,1,"2200 mah",2,"baru","barat",0,"unfurnished",1.18e+09
1.18e+09,"Jatirangga, Bekasi","Jatirangga"," Bekasi",-6.363249,106.9403936,84,77,1,"1300 mah",2,"baru","timur",1,"unfurnished",1.18e+09
1.47e+09,"Cikarang, Bekasi","Cikarang"," Bekasi",-6.315046,107.1542629,84,62,1,"2200 mah",2,"baru","utara",0,"unfurnished",1.47e+09
1.9e+09,"Jati Mekar, Bekasi","Jati Mekar"," Bekasi",-6.295393,106.948639,150,195,2,"2200 mah",2,"bagus sekali","timur",0,"semi furnished",1.9e+09
6.5e+08,"Jati Mekar, Bekasi","Jati Mekar"," Bekasi",-6.295393,106.948639,50,68,1,"1300 mah",2,"baru","selatan",0,"unfurnished",6.5e+08
1.45e+09,"Jati Mekar, Bekasi","Jati Mekar"," Bekasi",-6.295393,106.948639,158,272,1,"2200 mah",2,"bagus","selatan",2,"unfurnished",1.45e+09
9.25e+08,"Jati Mekar, Bekasi","Jati Mekar"," Bekasi",-6.295393,106.948639,108,80,1,"1300 mah",1,"baru","barat",0,"unfurnished",9.25e+08
9.5e+08,"Duta Harapan, Bekasi","Duta Harapan"," Bekasi",-6.217795,107.0160136,66,87,1,"2200 mah",2,"bagus","utara",0,"furnished",9.5e+08
4.9e+08,"Jati Sari, Bekasi","Jati Sari"," Bekasi",-6.3372254,106.949501,66,30,1,"1300 mah",1,"baru","timur",0,"unfurnished",4.9e+08
7.7e+08,"Pejuang, Bekasi","Pejuang"," Bekasi",-6.1852574,106.9879915,91,60,1,"1300 mah",1,"bagus","timur",0,"unfurnished",7.7e+08
8.75e+08,"Pejuang, Bekasi","Pejuang"," Bekasi",-6.1852574,106.9879915,66,100,1,"2200 mah",2,"bagus","timur",1,"unfurnished",8.75e+08
8.75e+08,"Pejuang, Bekasi","Pejuang"," Bekasi",-6.1852574,106.9879915,66,100,1,"2200 mah",2,"bagus","timur",1,"unfurnished",8.75e+08
8.75e+08,"Pejuang, Bekasi","Pejuang"," Bekasi",-6.1852574,106.9879915,66,100,1,"2200 mah",2,"bagus","timur",1,"unfurnished",8.75e+08
1.49e+09,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,72,135,1,"2200 mah",2,"baru","timur",0,"unfurnished",1.49e+09
2.75e+09,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,168,250,2,"4400 mah",1,"sudah renovasi","selatan",0,"semi furnished",2.75e+09
8.5e+08,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,113,90,2,"2200 mah",2,"baru","selatan",0,"unfurnished",8.5e+08
1.9e+09,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,72,110,1,"2200 mah",2,"bagus","selatan",0,"unfurnished",1.9e+09
2.5e+09,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,200,400,2,"5500 mah",3,"sudah renovasi","barat",0,"furnished",2.5e+09
3.1e+09,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,179,250,2,"3500 mah",2,"bagus","utara",0,"unfurnished",3.1e+09
7e+08,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,78,55,2,"2200 mah",1,"baru","timur",2,"unfurnished",7e+08
9.3e+08,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,60,48,1,"2200 mah",1,"butuh renovasi","selatan",0,"unfurnished",9.3e+08
2.7e+09,"Galaxy, Bekasi","Galaxy"," Bekasi",-6.2682681,106.9702047,126,165,1,"3300 mah",2,"bagus","utara",0,"semi furnished",2.7e+09
4.2e+08,"Tanah Tinggi, Bekasi","Tanah Tinggi"," Bekasi",-6.1675557,107.0039392,60,36,1,"1300 mah",1,"baru","barat",0,"unfurnished",4.2e+08
1.2e+09,"Jaka Sampurna, Bekasi","Jaka Sampurna"," Bekasi",-6.243724,106.965328,107,90,1,"1300 mah",1,"bagus","timur",1,"semi furnished",1.2e+09
1.95e+09,"Bekasi Barat, Bekasi","Bekasi Barat"," Bekasi",-6.231754,106.9629205,164,156,1,"2200 mah",1,"bagus","utara",0,"unfurnished",1.95e+09
1.4e+09,"Bekasi Barat, Bekasi","Bekasi Barat"," Bekasi",-6.231754,106.9629205,194,90,1,"1300 mah",1,"bagus","timur",1,"unfurnished",1.4e+09
3.85e+08,"Bekasi Barat, Bekasi","Bekasi Barat"," Bekasi",-6.231754,106.9629205,72,45,1,"1300 mah",1,"baru","selatan",1,"semi furnished",3.85e+08
9.5e+08,"Bekasi Barat, Bekasi","Bekasi Barat"," Bekasi",-6.231754,106.9629205,90,100,1,"2200 mah",2,"bagus","barat",0,"semi furnished",9.5e+08
4.81e+08,"Tambun Utara, Bekasi","Tambun Utara"," Bekasi",-6.1996851,107.0622475,72,36,1,"1300 mah",1,"baru","timur",0,"unfurnished",4.81e+08
7.23e+08,"Kaliabang, Bekasi","Kaliabang"," Bekasi",-6.189063,107.002482,80,121,1,"1300 mah",2,"baru","timur",1,"semi furnished",7.23e+08
8.5e+08,"Mustikasari, Bekasi","Mustikasari"," Bekasi",-6.2912516,107.0077795,60,53,1,"2200 mah",2,"baru","tenggara",1,"semi furnished",8.5e+08
4e+08,"Mustikasari, Bekasi","Mustikasari"," Bekasi",-6.2912516,107.0077795,77,42,2,"1300 mah",1,"bagus","barat",2,"unfurnished",4e+08
6.25e+08,"Cimuning, Bekasi","Cimuning"," Bekasi",-6.3225674,107.0232889,72,48,1,"1300 mah",1,"baru","timur",0,"unfurnished",6.25e+08
6e+09,"Caman, Bekasi","Caman"," Bekasi",-6.2573002,106.9468458,1070,720,12,"6600 mah",2,"bagus","selatan",0,"unfurnished",6e+09
1.4e+09,"Cikunir, Bekasi","Cikunir"," Bekasi",-6.2744002,106.9620321,144,133,1,"2200 mah",2,"bagus","barat",0,"unfurnished",1.4e+09
6.5e+08,"Cikunir, Bekasi","Cikunir"," Bekasi",-6.2744002,106.9620321,84,70,1,"1300 mah",1,"sudah renovasi","barat",0,"unfurnished",6.5e+08
4.85e+09,"Cikunir, Bekasi","Cikunir"," Bekasi",-6.2744002,106.9620321,348,430,1,"5500 mah",2,"bagus","barat",1,"furnished",4.85e+09
7e+08,"Cikunir, Bekasi","Cikunir"," Bekasi",-6.2744002,106.9620321,82,60,2,"2200 mah",1,"bagus","timur",2,"unfurnished",7e+08
4.18e+08,"Satriajaya, Bekasi","Satriajaya"," Bekasi",-6.211545,107.05022,72,36,1,"1300 mah",2,"baru","timur",0,"unfurnished",4.18e+08
9.75e+08,"Pekayon, Bekasi","Pekayon"," Bekasi",-6.259046,106.9825249,93,80,1,"1300 mah",1,"bagus","selatan",1,"unfurnished",9.75e+08
1.4e+09,"Harapan Mulya, Bekasi","Harapan Mulya"," Bekasi",-6.2273535,106.9901524,180,180,1,"2200 mah",1,"bagus","timur",0,"unfurnished",1.4e+09
8.5e+08,"Harapan Jaya, Bekasi","Harapan Jaya"," Bekasi",-6.2083839,106.990291,90,69,1,"1300 mah",1,"baru","utara",0,"unfurnished",8.5e+08
9.5e+08,"Jatikramat, Bekasi","Jatikramat"," Bekasi",-6.2780509,106.946889,65,80,1,"2200 mah",2,"baru","barat",1,"unfurnished",9.5e+08
2.3e+09,"Jatimurni, Bekasi","Jatimurni"," Bekasi",-6.327651,106.930195,375,385,2,"5500 mah",2,"bagus","timur",0,"semi furnished",2.3e+09
6.95e+08,"Jatimurni, Bekasi","Jatimurni"," Bekasi",-6.327651,106.930195,79,90,1,"1300 mah",2,"bagus","barat",0,"semi furnished",6.95e+08
6.95e+08,"Jatimurni, Bekasi","Jatimurni"," Bekasi",-6.327651,106.930195,70,90,1,"1300 mah",2,"bagus","barat",0,"unfurnished",6.95e+08
9.8e+08,"Jatimelati, Bekasi","Jatimelati"," Bekasi",-6.315665,106.931219,135,78,1,"1300 mah",1,"bagus","barat",0,"unfurnished",9.8e+08
6e+08,"Karang Satria, Bekasi","Karang Satria"," Bekasi",-6.22255,107.041882,80,120,2,"1300 mah",2,"bagus","timur",0,"unfurnished",6e+08
3.99e+08,"Karang Satria, Bekasi","Karang Satria"," Bekasi",-6.22255,107.041882,72,54,1,"1300 mah",1,"bagus","utara",0,"semi furnished",3.99e+08
4.5e+08,"Karang Satria, Bekasi","Karang Satria"," Bekasi",-6.22255,107.041882,72,50,1,"1300 mah",1,"baru","utara",0,"unfurnished",4.5e+08
2.3e+09,"Kranji, Bekasi","Kranji"," Bekasi",-6.2281985,106.9760771,200,143,2,"2200 mah",2,"sudah renovasi","timur",0,"semi furnished",2.3e+09
1.3e+09,"Margahayu, Bekasi","Margahayu"," Bekasi",-6.2510934,107.0118029,126,140,1,"3300 mah",1,"bagus","timur",2,"unfurnished",1.3e+09
2.65e+08,"Serang Baru, Bekasi","Serang Baru"," Bekasi",-6.3954375,107.1176339,60,36,1,"lainnya mah",1,"bagus","utara",0,"semi furnished",2.65e+08
3.8e+08,"Serang Baru, Bekasi","Serang Baru"," Bekasi",-6.3954375,107.1176339,100,45,1,"1300 mah",1,"bagus","timur",0,"semi furnished",3.8e+08
1.6e+08,"Serang Baru, Bekasi","Serang Baru"," Bekasi",-6.3954375,107.1176339,60,50,1,"1300 mah",1,"butuh renovasi","selatan",0,"unfurnished",1.6e+08
7.7e+08,"Duren Jaya, Bekasi","Duren Jaya"," Bekasi",-6.2377114,107.0238565,105,75,1,"2200 mah",1,"bagus","timur",0,"unfurnished",7.7e+08
7.5e+08,"Jati Luhur, Bekasi","Jati Luhur"," Bekasi",-6.3195624,106.95125,78,54,1,"1300 mah",1,"baru","barat",0,"unfurnished",7.5e+08
6.9e+08,"Jababeka, Bekasi","Jababeka"," Bekasi",-6.2890467,107.1349794,90,55,2,"2200 mah",2,"baru","timur",2,"unfurnished",6.9e+08
7e+08,"Komsen, Bekasi","Komsen"," Bekasi",-6.2875516,106.9456702,78,45,2,"2200 mah",1,"baru","timur",2,"unfurnished",7e+08
9.95e+08,"Jatiranggon, Bekasi","Jatiranggon"," Bekasi",-6.3393255,106.9292124,78,70,1,"2200 mah",2,"baru","timur",1,"unfurnished",9.95e+08
1.1e+09,"Jati Cempaka, Bekasi","Jati Cempaka"," Bekasi",-6.2606564,106.9157185,182,220,1,"1300 mah",1,"bagus","barat",0,"unfurnished",1.1e+09
5e+08,"Golden City, Bekasi","Golden City"," Bekasi",-6.2873333,106.8931387,114,70,1,"1300 mah",1,"butuh renovasi","utara",0,"unfurnished",5e+08
2.4e+09,"Pedurenan, Bekasi","Pedurenan"," Bekasi",-6.3165035,107.005596,225,300,0,"2200 mah",2,"bagus","selatan",0,"furnished",2.4e+09
2.4e+09,"Pedurenan, Bekasi","Pedurenan"," Bekasi",-6.3165035,107.005596,225,300,0,"2200 mah",2,"bagus","selatan",0,"furnished",2.4e+09
1.29e+09,"Medan Satria, Bekasi","Medan Satria"," Bekasi",-6.2036815,106.982591,94,160,1,"3500 mah",2,"bagus sekali","selatan",0,"unfurnished",1.29e+09
4.5e+09,"Cilendek Timur, Bogor","Cilendek Timur"," Bogor",-6.569745,106.7772769,264,400,3,"4400 mah",2,"bagus","barat",0,"furnished",4.5e+09
1.15e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,923,401,2,"6600 mah",2,"bagus","barat daya",1,"semi furnished",1.15e+10
5.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,420,400,0,"6600 mah",2,"baru","selatan",6,"unfurnished",5.5e+09
1.65e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2916,500,4,"3500 mah",2,"bagus","selatan",4,"unfurnished",1.65e+10
5.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,300,520,1,"6600 mah",2,"baru","utara",2,"unfurnished",5.5e+09
5.75e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,517,305,2,"5500 mah",2,"bagus sekali","utara",1,"semi furnished",5.75e+09
5.9e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,312,250,2,"5500 mah",2,"bagus sekali","timur laut",0,"furnished",5.9e+09
6.2e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,514,340,2,"4400 mah",2,"sudah renovasi","utara",2,"furnished",6.2e+09
1.8e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,224,90,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",1.8e+09
2.15e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,216,110,0,"3300 mah",1,"sudah renovasi","selatan",1,"unfurnished",2.15e+09
3.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,323,500,0,"4400 mah",2,"bagus","timur",0,"semi furnished",3.5e+09
1.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,117,160,0,"3500 mah",2,"bagus","barat daya",0,"semi furnished",1.3e+09
1.25e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,144,105,2,"2200 mah",2,"bagus","utara",0,"unfurnished",1.25e+09
7e+08,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,137,40,1,"1300 mah",1,"baru","barat",1,"unfurnished",7e+08
8.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,350,620,1,"6600 mah",4,"bagus","selatan",1,"unfurnished",8.5e+09
1.9e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,126,102,0,"2200 mah",2,"baru","utara",0,"unfurnished",1.9e+09
4.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,663,300,4,"2200 mah",2,"sudah renovasi","timur laut",0,"semi furnished",4.5e+09
1.8e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,450,800,2,"6600 mah",3,"baru","barat daya",2,"furnished",1.8e+10
3e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2786,1500,1,"5500 mah",2,"bagus","barat daya",1,"unfurnished",3e+10
3e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2786,1500,1,"5500 mah",2,"bagus","barat daya",1,"unfurnished",3e+10
2.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,299,125,1,"2200 mah",2,"butuh renovasi","selatan",1,"unfurnished",2.3e+09
2.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,299,125,1,"2200 mah",2,"butuh renovasi","selatan",1,"unfurnished",2.3e+09
2.75e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,220,221,2,"2200 mah",3,"butuh renovasi","timur",2,"unfurnished",2.75e+09
2.4e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,183,145,2,"3300 mah",2,"butuh renovasi","timur",1,"unfurnished",2.4e+09
1.65e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,84,89,1,"1300 mah",2,"baru","timur laut",0,"unfurnished",1.65e+09
1.15e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,518,515,2,"5500 mah",2,"baru","timur",2,"unfurnished",1.15e+10
7e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,340,400,1,"5500 mah",2,"baru","timur laut",1,"unfurnished",7e+09
3.17e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,404,200,1,"3500 mah",2,"bagus","barat daya",0,"unfurnished",3.17e+09
3.16e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,404,200,1,"3500 mah",2,"bagus","barat daya",0,"unfurnished",3.16e+09
3.15e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,404,200,1,"3500 mah",2,"bagus","barat daya",0,"unfurnished",3.15e+09
1.1e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,543,495,2,"5500 mah",2,"baru","barat",2,"unfurnished",1.1e+10
6e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,526,400,2,"3500 mah",3,"butuh renovasi","utara",2,"unfurnished",6e+09
2.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,299,125,1,"2200 mah",2,"bagus","tenggara",1,"unfurnished",2.3e+09
1.25e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,144,88,1,"2200 mah",1,"bagus","timur",0,"unfurnished",1.25e+09
4.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,334,350,1,"5500 mah",2,"bagus","barat daya",2,"semi furnished",4.5e+09
