"price_in_rp","address","district","city","lat","long","land_size_m2","building_size_m2","carports","electricity","floors","property_condition","building_orientation","garages","furnishing","Y"
3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,328,160,1,"2200 mah",2,"bagus","selatan",1,"semi furnished",3e+09
8.5e+08,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,90,65,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",8.5e+08
1.35e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,211,53,1,"1300 mah",1,"butuh renovasi","selatan",0,"unfurnished",1.35e+09
1.15e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,78,100,1,"2200 mah",1,"bagus","utara",0,"semi furnished",1.15e+09
3.95e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,328,250,2,"3300 mah",2,"bagus","barat",1,"semi furnished",3.95e+09
5.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,481,250,4,"5500 mah",2,"baru","utara",2,"semi furnished",5.3e+09
3.85e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,224,220,2,"5500 mah",2,"bagus","utara",2,"furnished",3.85e+09
4.1e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,488,250,2,"3300 mah",2,"bagus","selatan",2,"semi furnished",4.1e+09
3.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,323,220,4,"5500 mah",2,"bagus","timur",0,"furnished",3.5e+09
3.2e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,406,250,1,"2200 mah",2,"bagus","selatan",1,"semi furnished",3.2e+09
8e+08,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,120,120,1,"1300 mah",2,"bagus","utara",0,"unfurnished",8e+08
1.45e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,866,500,4,"5500 mah",2,"bagus","utara",0,"furnished",1.45e+10
8.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,309,600,2,"6600 mah",2,"bagus","selatan",2,"unfurnished",8.5e+09
3.8e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,315,250,2,"3500 mah",2,"baru","barat",1,"unfurnished",3.8e+09
1.55e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1153,500,3,"5500 mah",2,"bagus","barat",1,"semi furnished",1.55e+10
1.7e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,171,120,1,"3300 mah",2,"bagus","utara",1,"semi furnished",1.7e+09
4.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,234,240,2,"5500 mah",2,"bagus","selatan",0,"furnished",4.5e+09
1.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,176,120,1,"3300 mah",1,"sudah renovasi","utara",1,"unfurnished",1.3e+09
2.75e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,220,221,2,"3300 mah",3,"butuh renovasi","timur",2,"unfurnished",2.75e+09
2.75e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,220,221,2,"3500 mah",3,"bagus","timur",2,"unfurnished",2.75e+09
2.75e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,220,221,2,"2200 mah",3,"butuh renovasi","timur",2,"unfurnished",2.75e+09
2.75e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,220,221,2,"3300 mah",3,"butuh renovasi","timur",2,"unfurnished",2.75e+09
2.75e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,220,221,2,"2200 mah",3,"bagus","timur",2,"unfurnished",2.75e+09
5.85e+08,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,90,60,1,"1300 mah",1,"bagus","selatan",0,"semi furnished",5.85e+08
2.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,228,200,0,"3300 mah",2,"bagus sekali","utara",1,"semi furnished",2.3e+09
2.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,230,200,1,"3300 mah",2,"bagus sekali","selatan",1,"semi furnished",2.5e+09
4.4e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,234,200,1,"4400 mah",2,"bagus sekali","selatan",1,"furnished",4.4e+09
1.8e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,120,100,1,"3300 mah",2,"bagus sekali","selatan",0,"semi furnished",1.8e+09
6.75e+08,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,108,53,1,"1300 mah",1,"bagus sekali","barat",0,"unfurnished",6.75e+08
1.45e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,2200,700,4,"5500 mah",2,"bagus sekali","selatan",1,"semi furnished",1.45e+10
2.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,216,180,1,"2200 mah",2,"bagus sekali","selatan",1,"unfurnished",2.3e+09
4.7e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,300,250,2,"3500 mah",3,"baru","utara",1,"unfurnished",4.7e+09
1.6e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,180,100,2,"3300 mah",1,"bagus sekali","utara",1,"semi furnished",1.6e+09
1.45e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,866,400,4,"3300 mah",2,"bagus sekali","utara",1,"semi furnished",1.45e+10
5.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,313,250,2,"1300 mah",2,"bagus sekali","timur",1,"furnished",5.5e+09
5.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,313,250,2,"1300 mah",2,"bagus sekali","timur",1,"furnished",5.5e+09
1.7e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,120,120,2,"2200 mah",2,"baru","selatan",0,"unfurnished",1.7e+09
4.35e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,600,250,4,"2200 mah",3,"bagus sekali","utara",2,"unfurnished",4.35e+09
2.9e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,315,250,2,"3300 mah",1,"bagus sekali","utara",2,"semi furnished",2.9e+09
3.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,323,250,2,"4400 mah",2,"bagus sekali","timur",1,"furnished",3.5e+09
4.7e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,300,250,1,"4400 mah",2,"bagus sekali","utara",1,"semi furnished",4.7e+09
1.7e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,108,160,1,"3300 mah",2,"baru","barat",1,"unfurnished",1.7e+09
1.95e+10,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,1610,400,8,"5500 mah",2,"bagus","utara",2,"semi furnished",1.95e+10
8e+08,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,120,100,1,"1300 mah",2,"bagus sekali","utara",1,"semi furnished",8e+08
1.15e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,90,120,1,"2200 mah",2,"bagus sekali","selatan",1,"semi furnished",1.15e+09
2.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,120,235,0,"2200 mah",2,"baru","timur laut",0,"furnished",2.5e+09
3.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,323,300,0,"5500 mah",2,"bagus","timur laut",0,"furnished",3.5e+09
6.3e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,710,612,4,"3500 mah",2,"bagus","barat daya",4,"unfurnished",6.3e+09
3.5e+09,"Sentul City, Bogor","Sentul City"," Bogor",-6.5183495,106.8512789,300,250,2,"3500 mah",2,"bagus sekali","timur",0,"furnished",3.5e+09
3e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,60,36,0,"2200 mah",1,"bagus sekali","selatan",0,"unfurnished",3e+08
6.3e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,84,70,1,"2200 mah",1,"bagus","timur",0,"unfurnished",6.3e+08
5.99e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,72,60,1,"1300 mah",1,"bagus","barat laut",0,"unfurnished",5.99e+08
8.9e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,60,55,1,"2200 mah",2,"bagus sekali","selatan",0,"furnished",8.9e+08
8.1e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,90,45,1,"1300 mah",1,"bagus","selatan",0,"unfurnished",8.1e+08
6.3e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,84,70,1,"1300 mah",1,"bagus","timur",0,"unfurnished",6.3e+08
5.99e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,72,60,1,"1300 mah",1,"bagus","barat laut",0,"unfurnished",5.99e+08
6e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,72,60,1,"1300 mah",1,"bagus","barat laut",0,"unfurnished",6e+08
8.1e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,90,45,1,"1300 mah",1,"bagus","selatan",0,"unfurnished",8.1e+08
8.1e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,90,45,1,"1300 mah",1,"bagus","selatan",0,"unfurnished",8.1e+08
5.99e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,72,60,1,"1300 mah",1,"bagus","barat laut",0,"unfurnished",5.99e+08
8.1e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,90,45,1,"1300 mah",1,"bagus","selatan",0,"unfurnished",8.1e+08
5.99e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,72,60,1,"1300 mah",1,"bagus","barat laut",1,"unfurnished",5.99e+08
3.51e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,60,32,1,"1300 mah",1,"baru","barat",0,"unfurnished",3.51e+08
3.25e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,90,38,1,"1300 mah",1,"baru","selatan",0,"unfurnished",3.25e+08
2.45e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,36,72,1,"1300 mah",1,"sudah renovasi","barat",0,"unfurnished",2.45e+08
1.35e+09,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,94,96,1,"2200 mah",1,"baru","timur",0,"semi furnished",1.35e+09
2.5e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,72,22,1,"1300 mah",1,"bagus","selatan",1,"unfurnished",2.5e+08
3.75e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,112,68,1,"1300 mah",1,"sudah renovasi","timur",1,"unfurnished",3.75e+08
3.25e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,72,60,1,"1300 mah",1,"baru","timur",1,"unfurnished",3.25e+08
5e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,60,51,2,"2200 mah",2,"baru","timur",2,"unfurnished",5e+08
1.5e+09,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,120,79,0,"3300 mah",2,"bagus","timur laut",1,"unfurnished",1.5e+09
3.5e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,60,38,1,"1300 mah",1,"baru","timur",0,"unfurnished",3.5e+08
1.68e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,60,29,1,"1300 mah",1,"baru","timur",0,"unfurnished",1.68e+08
2.8e+08,"Cileungsi, Bogor","Cileungsi"," Bogor",-6.39754,106.96505,90,36,1,"1300 mah",1,"bagus","timur",1,"unfurnished",2.8e+08
6.6e+08,"Kemang, Bogor","Kemang"," Bogor",-6.5075365,106.7295099,84,45,1,"1300 mah",1,"sudah renovasi","timur",0,"unfurnished",6.6e+08
3.33e+08,"Kemang, Bogor","Kemang"," Bogor",-6.5075365,106.7295099,62,36,0,"1300 mah",1,"baru","timur",0,"unfurnished",3.33e+08
5.25e+08,"Kemang, Bogor","Kemang"," Bogor",-6.5075365,106.7295099,72,50,0,"1300 mah",1,"baru","selatan",0,"unfurnished",5.25e+08
6e+08,"Ciomas, Bogor","Ciomas"," Bogor",-6.6068275,106.763125,66,56,2,"2200 mah",2,"baru","barat daya",2,"unfurnished",6e+08
6e+08,"Ciomas, Bogor","Ciomas"," Bogor",-6.6068275,106.763125,66,56,2,"2200 mah",2,"baru","barat daya",0,"unfurnished",6e+08
5.55e+08,"Ciomas, Bogor","Ciomas"," Bogor",-6.6068275,106.763125,96,80,0,"1300 mah",1,"bagus sekali","utara",1,"furnished",5.55e+08
5e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,68,36,1,"1300 mah",1,"bagus","barat",0,"unfurnished",5e+08
1.4e+09,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,120,98,1,"2200 mah",2,"bagus","utara",0,"unfurnished",1.4e+09
5e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,68,36,1,"1300 mah",1,"bagus","barat",0,"unfurnished",5e+08
1.4e+09,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,120,98,1,"2200 mah",2,"bagus","utara",0,"unfurnished",1.4e+09
1.4e+09,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,120,98,1,"2200 mah",2,"bagus","utara",0,"unfurnished",1.4e+09
5e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,68,36,1,"1300 mah",1,"bagus","barat",1,"unfurnished",5e+08
9e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,81,45,1,"1300 mah",1,"sudah renovasi","utara",1,"semi furnished",9e+08
5e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,68,36,1,"1300 mah",1,"bagus","barat",0,"unfurnished",5e+08
1.4e+09,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,120,98,1,"2200 mah",2,"bagus","utara",0,"unfurnished",1.4e+09
6.37e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,65,60,1,"1300 mah",2,"baru","timur",0,"semi furnished",6.37e+08
7.55e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,78,60,1,"1300 mah",2,"baru","utara",0,"unfurnished",7.55e+08
6.85e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,64,60,1,"1300 mah",2,"baru","timur",0,"unfurnished",6.85e+08
4.38e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,60,35,1,"1300 mah",1,"baru","selatan",0,"unfurnished",4.38e+08
4.38e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,63,36,0,"1300 mah",1,"baru","timur",1,"unfurnished",4.38e+08
1.09e+09,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,65,87,0,"2200 mah",2,"baru","selatan",0,"unfurnished",1.09e+09
4.35e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,60,36,1,"1300 mah",1,"baru","selatan",1,"unfurnished",4.35e+08
4.66e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,60,40,1,"1300 mah",1,"baru","tenggara",0,"unfurnished",4.66e+08
4e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,60,40,1,"1300 mah",1,"baru","tenggara",0,"unfurnished",4e+08
4e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,60,40,1,"1300 mah",1,"baru","timur",0,"unfurnished",4e+08
4e+08,"Gunung Sindur, Bogor","Gunung Sindur"," Bogor",-6.387334,106.6872949,60,40,1,"1300 mah",1,"baru","tenggara",0,"unfurnished",4e+08
1.62e+09,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,104,180,1,"2200 mah",3,"bagus","timur laut",0,"unfurnished",1.62e+09
3.75e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,60,45,1,"1300 mah",1,"baru","timur",0,"unfurnished",3.75e+08
1.62e+09,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,104,180,1,"2200 mah",3,"bagus","timur laut",0,"unfurnished",1.62e+09
1e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,55,36,1,"1300 mah",1,"baru","selatan",1,"unfurnished",1e+08
2e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,45,36,1,"1300 mah",1,"baru","selatan",1,"unfurnished",2e+08
2.75e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,60,40,1,"1300 mah",1,"baru","selatan",1,"unfurnished",2.75e+08
4e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,84,45,1,"1300 mah",1,"baru","barat",2,"unfurnished",4e+08
4e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,84,45,1,"1300 mah",1,"baru","barat",2,"unfurnished",4e+08
2.75e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,60,40,1,"1300 mah",1,"baru","selatan",1,"unfurnished",2.75e+08
2.75e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,60,40,1,"1300 mah",1,"baru","selatan",1,"unfurnished",2.75e+08
1.6e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,42,42,1,"1300 mah",1,"baru","selatan",1,"unfurnished",1.6e+08
2.25e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,60,36,1,"1300 mah",1,"baru","timur",0,"unfurnished",2.25e+08
1.5e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,55,36,1,"1300 mah",1,"baru","selatan",1,"unfurnished",1.5e+08
1.35e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,38,38,0,"900 mah",1,"baru","selatan",0,"unfurnished",1.35e+08
1.35e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,38,38,0,"900 mah",1,"baru","selatan",0,"unfurnished",1.35e+08
1e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,55,36,1,"1300 mah",1,"baru","selatan",1,"unfurnished",1e+08
1e+08,"Bojong Gede, Bogor","Bojong Gede"," Bogor",-6.4769375,106.7880935,55,36,0,"1300 mah",1,"baru","selatan",1,"unfurnished",1e+08
1.7e+09,"Kedung Halang, Bogor","Kedung Halang"," Bogor",-6.5502955,106.8097115,84,96,1,"2200 mah",2,"baru","barat daya",0,"semi furnished",1.7e+09
8.4e+08,"Tapos, Bogor","Tapos"," Bogor",-6.40158,106.49494,84,48,1,"2200 mah",1,"bagus","barat daya",0,"unfurnished",8.4e+08
6.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,88,40,1,"1300 mah",1,"bagus","barat daya",0,"unfurnished",6.99e+08
6.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,88,40,1,"1300 mah",1,"bagus","barat daya",0,"unfurnished",6.99e+08
8e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,96,71,1,"2200 mah",1,"bagus","selatan",0,"unfurnished",8e+08
8.4e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,90,180,1,"2200 mah",2,"bagus","utara",0,"unfurnished",8.4e+08
6.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,88,40,1,"1300 mah",1,"bagus","barat daya",0,"unfurnished",6.99e+08
1.62e+09,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,104,180,1,"2200 mah",3,"bagus","timur laut",1,"unfurnished",1.62e+09
4.5e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,72,72,1,"1300 mah",1,"baru","utara",0,"unfurnished",4.5e+08
8.5e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,131,177,0,"1300 mah",2,"bagus sekali","selatan",1,"unfurnished",8.5e+08
2e+09,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,144,300,2,"3300 mah",2,"sudah renovasi","selatan",2,"semi furnished",2e+09
6.49e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,68,36,1,"lainnya mah",1,"baru","selatan",0,"furnished",6.49e+08
6.88e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,74,36,1,"1300 mah",1,"baru","selatan",0,"unfurnished",6.88e+08
4e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,80,48,1,"1300 mah",1,"baru","selatan",1,"unfurnished",4e+08
2e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,72,36,1,"1300 mah",1,"baru","timur",1,"unfurnished",2e+08
1.5e+09,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,200,400,2,"4400 mah",2,"baru","timur",0,"semi furnished",1.5e+09
5e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,60,54,2,"2200 mah",2,"baru","barat",2,"unfurnished",5e+08
6e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,70,54,2,"2200 mah",2,"butuh renovasi","barat",2,"unfurnished",6e+08
4e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,61,40,1,"1300 mah",1,"bagus","timur",0,"unfurnished",4e+08
4e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,61,40,1,"1300 mah",1,"bagus","timur",0,"unfurnished",4e+08
5.6e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,64,40,1,"1300 mah",1,"baru","timur",0,"unfurnished",5.6e+08
6e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,70,54,2,"2200 mah",2,"baru","timur",2,"unfurnished",6e+08
6.55e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,78,36,1,"1300 mah",1,"baru","timur",0,"unfurnished",6.55e+08
5e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,60,54,2,"2200 mah",2,"baru","barat",2,"unfurnished",5e+08
6e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,70,54,2,"2200 mah",2,"baru","timur",2,"unfurnished",6e+08
9.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,72,90,1,"2200 mah",2,"baru","selatan",0,"unfurnished",9.99e+08
7.5e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,105,90,1,"1300 mah",1,"sudah renovasi","selatan",0,"furnished",7.5e+08
1.85e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,50,36,1,"1300 mah",1,"baru","timur",0,"unfurnished",1.85e+08
5e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,60,54,2,"2200 mah",2,"baru","timur",2,"unfurnished",5e+08
5.9e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,72,45,1,"1300 mah",1,"baru","timur",1,"unfurnished",5.9e+08
5.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,72,45,1,"1300 mah",1,"baru","timur",1,"unfurnished",5.99e+08
5.14e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,72,42,1,"1300 mah",1,"baru","timur",0,"unfurnished",5.14e+08
6.24e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,84,48,1,"1300 mah",1,"baru","barat",1,"unfurnished",6.24e+08
6.24e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,84,48,1,"1300 mah",1,"baru","barat",1,"unfurnished",6.24e+08
4.94e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,69,41,1,"1300 mah",1,"baru","timur",1,"unfurnished",4.94e+08
5.94e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,72,45,1,"1300 mah",1,"baru","timur",1,"unfurnished",5.94e+08
4.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,63,41,1,"1300 mah",1,"baru","timur",1,"unfurnished",4.99e+08
4.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,63,41,1,"1300 mah",1,"baru","timur",1,"unfurnished",4.99e+08
5.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,72,45,1,"1300 mah",1,"baru","timur",1,"unfurnished",5.99e+08
5.99e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,72,45,1,"1300 mah",1,"baru","timur",1,"unfurnished",5.99e+08
6e+08,"Cibinong, Bogor","Cibinong"," Bogor",-6.4824535,106.8367054,77,36,1,"1300 mah",1,"baru","barat",0,"unfurnished",6e+08
7.8e+08,"Sentul, Bogor","Sentul"," Bogor",-6.5183495,106.8512789,105,55,1,"2200 mah",1,"bagus","timur",0,"unfurnished",7.8e+08
7e+08,"Sentul, Bogor","Sentul"," Bogor",-6.5183495,106.8512789,90,80,2,"2200 mah",2,"bagus","timur",1,"unfurnished",7e+08
1.35e+09,"Sentul, Bogor","Sentul"," Bogor",-6.5183495,106.8512789,135,90,2,"4400 mah",2,"bagus","barat",0,"semi furnished",1.35e+09
7.7e+08,"Sentul, Bogor","Sentul"," Bogor",-6.5183495,106.8512789,77,60,1,"2200 mah",2,"baru","timur",1,"unfurnished",7.7e+08
1.5e+09,"Sukaraja, Bogor","Sukaraja"," Bogor",-6.577853,106.8507965,144,150,1,"2200 mah",2,"bagus","barat",0,"unfurnished",1.5e+09
1.89e+09,"Sukaraja, Bogor","Sukaraja"," Bogor",-6.577853,106.8507965,112,110,0,"2200 mah",2,"baru","selatan",1,"unfurnished",1.89e+09
2.38e+09,"Sukaraja, Bogor","Sukaraja"," Bogor",-6.577853,106.8507965,144,136,2,"2200 mah",2,"baru","selatan",0,"unfurnished",2.38e+09
7e+09,"Tanah Sareal, Bogor","Tanah Sareal"," Bogor",-6.5726115,106.8011015,940,450,3,"4400 mah",2,"bagus sekali","barat",2,"unfurnished",7e+09
